District,Mandal,Date,Rain (mm),Min Temp (°C),Max Temp (°C),Min Humidity (%),Max Humidity (%),Min Wind Speed (Kmph),Max Wind Speed (Kmph),,,,,
Bhadradri Kothagudem,Chandrugonda,03-Mar-21,0,19.1,36.7,39.2,99.9,,,,,,,
Bhadradri Kothagudem,Chandrugonda,04-Mar-21,0,18.9,39.4,24,100,,,,,,,
Bhadradri Kothagudem,Chandrugonda,05-Mar-21,0,18.5,36.5,37,81,,,,,,,
Bhadradri Kothagudem,Chandrugonda,06-Mar-21,0,21.4,37,33.5,94.8,,,,,,,
Bhadradri Kothagudem,Chandrugonda,07-Mar-21,0,19.1,37.2,26.7,100,,,,,,,
Bhadradri Kothagudem,Chandrugonda,08-Mar-21,0,22.1,39.4,39.4,100,,,,,,,
Bhadradri Kothagudem,Chandrugonda,09-Mar-21,0,22.3,37.3,44.7,99.9,,,,,,,
Bhadradri Kothagudem,Chandrugonda,10-Mar-21,0,19.5,33.7,48.3,99.9,,,,,,,
Bhadradri Kothagudem,Chandrugonda,11-Mar-21,0,22.2,36.9,42.5,99.9,,,,,,,
Bhadradri Kothagudem,Chandrugonda,12-Mar-21,0,22,37.3,39.2,99.9,,,,,,,
Bhadradri Kothagudem,Chandrugonda,13-Mar-21,0,19.8,34.9,47.5,96.9,,,,,,,
Bhadradri Kothagudem,Chandrugonda,14-Mar-21,0,19.5,37.7,29.2,100,,,,,,,
Bhadradri Kothagudem,Chandrugonda,15-Mar-21,0,21.8,37.1,30.2,99.9,,,,,,,
Bhadradri Kothagudem,Chandrugonda,16-Mar-21,0,23,36.2,44.8,99.9,,,,,,,
Bhadradri Kothagudem,Chandrugonda,17-Mar-21,0,23.1,36.9,54.1,95.2,,,,,,,
Bhadradri Kothagudem,Chandrugonda,18-Mar-21,0,25,37,37.4,99.9,,,,,,,
Bhadradri Kothagudem,Chandrugonda,19-Mar-21,0,23.1,35,52.5,99.9,,,,,,,
Bhadradri Kothagudem,Chandrugonda,20-Mar-21,0,20.2,35.6,17.6,99.9,,,,,,,
Bhadradri Kothagudem,Chandrugonda,21-Mar-21,0,22.1,36.9,33.7,90.9,,,,,,,
Bhadradri Kothagudem,Chandrugonda,22-Mar-21,0,22.6,38,39.4,75.4,,,,,,,
Bhadradri Kothagudem,Chandrugonda,23-Mar-21,0,21.8,37.2,39.7,99.9,,,,,,,
Bhadradri Kothagudem,Chandrugonda,24-Mar-21,0,21.6,39.2,38.2,82.6,,,,,,,
Bhadradri Kothagudem,Chandrugonda,25-Mar-21,0,20.3,37.4,10,99.9,,,,,,,
Bhadradri Kothagudem,Chandrugonda,26-Mar-21,0,20.9,39.3,48,99.9,,,,,,,
Bhadradri Kothagudem,Chandrugonda,27-Mar-21,0,21.5,37.4,35.5,79.7,,,,,,,
Bhadradri Kothagudem,Chandrugonda,28-Mar-21,0,24,38.5,49.4,99.9,,,,,,,
Bhadradri Kothagudem,Chandrugonda,29-Mar-21,0,23.8,38.6,44.9,99.9,,,,,,,
Bhadradri Kothagudem,Chandrugonda,30-Mar-21,0,24.1,37.8,52.6,100,,,,,,,
Bhadradri Kothagudem,Chandrugonda,31-Mar-21,0,24.1,39.4,32.8,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,01-Jan-21,0,16.5,32.6,54.6,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,02-Jan-21,0,17.2,30.7,55,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,03-Jan-21,0,17.3,32.2,54.4,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,04-Jan-21,0,15.7,32.2,46.2,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,05-Jan-21,0,19.3,31.6,39.1,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,06-Jan-21,0,20.3,34.4,35,99.9,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,07-Jan-21,0,21.3,32.9,45.5,99.9,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,08-Jan-21,0,20.6,32.3,58.2,99.9,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,09-Jan-21,0,18.3,33.7,33.2,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,10-Jan-21,0,16,33,26.8,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,11-Jan-21,0,18.1,35.7,39.5,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,12-Jan-21,0,18.8,32.9,39.1,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,13-Jan-21,0,18.8,35.8,46.8,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,14-Jan-21,0,22.6,34.9,46.8,99.9,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,15-Jan-21,0,19.8,33,46.8,99.9,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,16-Jan-21,0,19.5,32.9,46.8,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,17-Jan-21,0,18.1,34.9,40,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,18-Jan-21,0,18.2,32.7,50.7,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,19-Jan-21,0,17.5,33.3,49,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,20-Jan-21,0,17.1,32.8,46.8,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,21-Jan-21,0,19.2,35.6,30.8,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,22-Jan-21,0,18.9,35.1,46.8,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,23-Jan-21,0,21.1,33.2,50.7,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,24-Jan-21,0,17.9,33.3,46.6,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,25-Jan-21,0,17.2,34.9,47.8,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,26-Jan-21,0,19.2,34.1,47.2,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,27-Jan-21,0,19.2,34.7,46.8,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,28-Jan-21,0,19,32.3,58.6,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,29-Jan-21,0,19.6,33.2,54.7,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,30-Jan-21,0,19.6,32.6,54.4,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,31-Jan-21,0,20.1,34.9,46.9,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,01-Feb-21,0,19.1,35.4,41.7,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,02-Feb-21,0,18.9,33.6,40.3,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,03-Feb-21,0,15.5,33.6,30.7,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,04-Feb-21,0,18.8,34.4,24.6,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,05-Feb-21,0,16.7,33.7,24.7,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,06-Feb-21,0,19.3,32.1,22.9,99.9,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,07-Feb-21,0,16.1,33.9,26,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,08-Feb-21,0,15.8,32.4,33.5,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,09-Feb-21,0,17.9,34.3,30.7,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,10-Feb-21,0,18.2,34.6,30.7,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,11-Feb-21,0,18.8,35,31,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,12-Feb-21,0,17.5,35,43.1,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,13-Feb-21,0,20.3,35.5,39.5,99.9,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,14-Feb-21,0,15.9,33.1,42.4,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,15-Feb-21,0,18.3,33.9,39.4,99.9,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,16-Feb-21,0,18.8,35.3,31.3,99.9,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,17-Feb-21,0,17.2,34.7,39.4,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,18-Feb-21,0,19,34.2,39.1,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,19-Feb-21,0,19.6,32.3,54.6,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,20-Feb-21,0,19.8,30.5,46.5,91.5,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,21-Feb-21,0,20.6,32.2,39.1,99.9,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,22-Feb-21,0,19.5,33,46.5,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,23-Feb-21,0,18.3,35.6,32.2,99.9,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,24-Feb-21,0,17.5,37.7,25.7,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,25-Feb-21,0,18,37.5,31,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,26-Feb-21,0,18.7,37.8,24.3,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,27-Feb-21,0,18.6,37.9,31.7,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,28-Feb-21,0,20.2,36.4,26.4,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,01-Mar-21,0,22.2,36,14.2,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,02-Mar-21,0,20.6,36.2,24.3,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,03-Mar-21,0,17.6,34.5,31.2,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,04-Mar-21,0,18.9,39.4,14.2,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,05-Mar-21,0,18.5,36,30.8,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,06-Mar-21,0,18.9,37,26.1,96.7,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,07-Mar-21,0,18.1,36.8,24.6,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,08-Mar-21,0,21.9,36.4,35,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,09-Mar-21,0,21.6,33.8,47.1,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,10-Mar-21,0,19.5,33.7,49,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,11-Mar-21,0,21.9,36.1,32.1,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,12-Mar-21,0,21.3,36.4,23,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,13-Mar-21,0,20.2,34.9,44.7,99.9,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,14-Mar-21,0,19.3,37.7,23,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,15-Mar-21,0,21.6,37.1,24.8,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,16-Mar-21,0,22.9,36.2,30.9,99.9,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,17-Mar-21,0,23.1,35,47.1,99.9,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,18-Mar-21,0,21.4,36.9,32.3,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,19-Mar-21,0,20.6,34.5,39.4,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,20-Mar-21,0,20.2,35.3,30.8,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,21-Mar-21,0,21.6,36.8,33.2,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,22-Mar-21,0,22.6,38.2,31.2,99.9,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,23-Mar-21,0,20.2,36.8,38.6,99.9,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,24-Mar-21,0,22.5,39.2,27,89.5,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,25-Mar-21,0,20.3,37.3,31.2,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,26-Mar-21,0,20.9,39.2,32.9,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,27-Mar-21,0,21.5,37.4,31,99.2,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,28-Mar-21,0,24,37.3,33,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,29-Mar-21,0,22.6,39.1,31.6,99.9,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,30-Mar-21,0,24.1,38.4,41.7,100,,,,,,,
Bhadradri Kothagudem,Annapureddipalle,31-Mar-21,0,22.2,39.5,32.8,100,,,,,,,
Bhadradri Kothagudem,Chunchupally,01-Jan-21,0,15.1,31,51.7,93.3,,,,,,,
Bhadradri Kothagudem,Chunchupally,02-Jan-21,0,14.1,30.3,51.5,93.4,,,,,,,
Bhadradri Kothagudem,Chunchupally,03-Jan-21,0,14.8,31.4,46.2,93.5,,,,,,,
Bhadradri Kothagudem,Chunchupally,04-Jan-21,0,14.5,32.5,43.1,93.2,,,,,,,
Bhadradri Kothagudem,Chunchupally,05-Jan-21,0,16.2,32.3,32.3,93,,,,,,,
Bhadradri Kothagudem,Chunchupally,06-Jan-21,0,20,33.9,38.4,92.2,,,,,,,
Bhadradri Kothagudem,Chunchupally,07-Jan-21,0,21.1,30,56.4,87.8,,,,,,,
Bhadradri Kothagudem,Chunchupally,08-Jan-21,0,19.9,33.1,49.1,94.4,,,,,,,
Bhadradri Kothagudem,Chunchupally,09-Jan-21,0,13.9,35,30.6,92.4,,,,,,,
Bhadradri Kothagudem,Chunchupally,10-Jan-21,0,13.8,34.7,27.1,93,,,,,,,
Bhadradri Kothagudem,Chunchupally,11-Jan-21,0,15.4,33.2,34.6,92.3,,,,,,,
Bhadradri Kothagudem,Chunchupally,12-Jan-21,0,16.5,33.8,43,94.5,,,,,,,
Bhadradri Kothagudem,Chunchupally,13-Jan-21,0,17.6,34.5,38.9,95.7,,,,,,,
Bhadradri Kothagudem,Chunchupally,14-Jan-21,0,18.9,34.4,41.7,95.5,,,,,,,
Bhadradri Kothagudem,Chunchupally,15-Jan-21,0,17.1,34,42.8,93.5,,,,,,,
Bhadradri Kothagudem,Chunchupally,16-Jan-21,0,16.3,33.5,41.4,95.1,,,,,,,
Bhadradri Kothagudem,Chunchupally,17-Jan-21,0,17.8,34.4,35.4,97.1,,,,,,,
Bhadradri Kothagudem,Chunchupally,18-Jan-21,0,17.7,33.7,41.1,95.7,,,,,,,
Bhadradri Kothagudem,Chunchupally,19-Jan-21,0,16.8,32.4,43.3,94.8,,,,,,,
Bhadradri Kothagudem,Chunchupally,20-Jan-21,0,16,33.2,40.9,97.2,,,,,,,
Bhadradri Kothagudem,Chunchupally,21-Jan-21,0,16.1,35.7,28.1,95.1,,,,,,,
Bhadradri Kothagudem,Chunchupally,22-Jan-21,0,18,35,40.2,92.8,,,,,,,
Bhadradri Kothagudem,Chunchupally,23-Jan-21,0,19.4,34.3,41.3,93.2,,,,,,,
Bhadradri Kothagudem,Chunchupally,24-Jan-21,0,16.6,33.7,43.5,93.2,,,,,,,
Bhadradri Kothagudem,Chunchupally,25-Jan-21,0,18.7,36.5,39.4,93.7,,,,,,,
Bhadradri Kothagudem,Chunchupally,26-Jan-21,0,16.9,34.6,38.5,97.1,,,,,,,
Bhadradri Kothagudem,Chunchupally,27-Jan-21,0,19,34.5,41.6,93.2,,,,,,,
Bhadradri Kothagudem,Chunchupally,28-Jan-21,0,19.6,33.5,47.8,94.3,,,,,,,
Bhadradri Kothagudem,Chunchupally,29-Jan-21,0,19.4,34.5,43.9,94.6,,,,,,,
Bhadradri Kothagudem,Chunchupally,30-Jan-21,0,19.8,34.9,42.8,97.4,,,,,,,
Bhadradri Kothagudem,Chunchupally,31-Jan-21,0,19.5,34.1,42.6,96.5,,,,,,,
Bhadradri Kothagudem,Chunchupally,01-Feb-21,0,19.5,33,43.9,97.2,,,,,,,
Bhadradri Kothagudem,Chunchupally,02-Feb-21,0,16.8,32.8,37.3,94.1,,,,,,,
Bhadradri Kothagudem,Chunchupally,03-Feb-21,0,15.3,33.4,28.3,93.3,,,,,,,
Bhadradri Kothagudem,Chunchupally,04-Feb-21,0,14.1,32.7,24.1,92.7,,,,,,,
Bhadradri Kothagudem,Chunchupally,05-Feb-21,0,12.1,32.7,21.9,92,,,,,,,
Bhadradri Kothagudem,Chunchupally,06-Feb-21,0,14.1,33.8,25.9,91.8,,,,,,,
Bhadradri Kothagudem,Chunchupally,07-Feb-21,0,15.2,33.8,27,91.9,,,,,,,
Bhadradri Kothagudem,Chunchupally,08-Feb-21,0,13.9,31.4,38.8,92.2,,,,,,,
Bhadradri Kothagudem,Chunchupally,09-Feb-21,0,13.8,32.7,28.9,86.9,,,,,,,
Bhadradri Kothagudem,Chunchupally,10-Feb-21,0,15.5,33.7,32.7,92.7,,,,,,,
Bhadradri Kothagudem,Chunchupally,11-Feb-21,0,16.5,33.5,28.5,92.4,,,,,,,
Bhadradri Kothagudem,Chunchupally,12-Feb-21,0,17.9,34.4,31.2,93.1,,,,,,,
Bhadradri Kothagudem,Chunchupally,13-Feb-21,0,18,33.8,31.7,92.5,,,,,,,
Bhadradri Kothagudem,Chunchupally,14-Feb-21,0,16.3,35.6,38.6,92.6,,,,,,,
Bhadradri Kothagudem,Chunchupally,15-Feb-21,0,17.8,36.4,32.2,88.1,,,,,,,
Bhadradri Kothagudem,Chunchupally,16-Feb-21,0,18.6,37.4,30.5,94.1,,,,,,,
Bhadradri Kothagudem,Chunchupally,17-Feb-21,0,17.6,35.8,30.4,90.9,,,,,,,
Bhadradri Kothagudem,Chunchupally,18-Feb-21,0,18.6,35.3,31.2,92.3,,,,,,,
Bhadradri Kothagudem,Chunchupally,19-Feb-21,0,19.7,34,41,78,,,,,,,
Bhadradri Kothagudem,Chunchupally,20-Feb-21,0,19.2,31.2,39.2,78.3,,,,,,,
Bhadradri Kothagudem,Chunchupally,21-Feb-21,0,17.6,33.1,35.8,88.8,,,,,,,
Bhadradri Kothagudem,Chunchupally,22-Feb-21,0,19.1,33.9,39.9,89.8,,,,,,,
Bhadradri Kothagudem,Chunchupally,23-Feb-21,0,17.2,35.4,38.1,88.9,,,,,,,
Bhadradri Kothagudem,Chunchupally,24-Feb-21,0,19,37.5,31.5,89.7,,,,,,,
Bhadradri Kothagudem,Chunchupally,25-Feb-21,0,16.8,37.7,24.4,91,,,,,,,
Bhadradri Kothagudem,Chunchupally,26-Feb-21,0,16.6,37.8,28.6,91.8,,,,,,,
Bhadradri Kothagudem,Chunchupally,27-Feb-21,0,18,38.8,26.7,90.6,,,,,,,
Bhadradri Kothagudem,Chunchupally,28-Feb-21,0,17.8,39.4,28.3,91.6,,,,,,,
Bhadradri Kothagudem,Chunchupally,01-Mar-21,0,22.1,38.6,18.1,91.5,,,,,,,
Bhadradri Kothagudem,Chunchupally,02-Mar-21,0,21.3,36.8,25.7,90.4,,,,,,,
Bhadradri Kothagudem,Chunchupally,03-Mar-21,0,16.8,39.3,26.2,85.5,,,,,,,
Bhadradri Kothagudem,Chunchupally,04-Mar-21,0,17.9,38,21.6,84.2,,,,,,,
Bhadradri Kothagudem,Chunchupally,05-Mar-21,0,17.7,38.1,26.3,90.7,,,,,,,
Bhadradri Kothagudem,Chunchupally,06-Mar-21,0,15.7,37.2,23.4,86.3,,,,,,,
Bhadradri Kothagudem,Chunchupally,07-Mar-21,0,17,37.3,22.2,85,,,,,,,
Bhadradri Kothagudem,Chunchupally,08-Mar-21,0,21.5,37.4,31.4,84,,,,,,,
Bhadradri Kothagudem,Chunchupally,09-Mar-21,0,21,37.3,35.7,89.8,,,,,,,
Bhadradri Kothagudem,Chunchupally,10-Mar-21,0,19.2,34.4,39.7,91.6,,,,,,,
Bhadradri Kothagudem,Chunchupally,11-Mar-21,0,22.5,37.9,33.3,97.7,,,,,,,
Bhadradri Kothagudem,Chunchupally,12-Mar-21,0,20.4,36.9,29.8,91.9,,,,,,,
Bhadradri Kothagudem,Chunchupally,13-Mar-21,0,19,37.5,37.9,89.6,,,,,,,
Bhadradri Kothagudem,Chunchupally,14-Mar-21,0,17.9,37.7,21.5,85.2,,,,,,,
Bhadradri Kothagudem,Chunchupally,15-Mar-21,0,22.9,37.7,25,90.4,,,,,,,
Bhadradri Kothagudem,Chunchupally,16-Mar-21,0,22.9,36.7,29.5,89.5,,,,,,,
Bhadradri Kothagudem,Chunchupally,17-Mar-21,0,24.9,38.8,39.1,91.1,,,,,,,
Bhadradri Kothagudem,Chunchupally,18-Mar-21,0,23.1,38.7,27.9,91.3,,,,,,,
Bhadradri Kothagudem,Chunchupally,19-Mar-21,0,20.8,36.9,29.9,90.7,,,,,,,
Bhadradri Kothagudem,Chunchupally,20-Mar-21,0,20.8,35.9,34.7,90.4,,,,,,,
Bhadradri Kothagudem,Chunchupally,21-Mar-21,0,21.2,35.5,36.6,82.7,,,,,,,
Bhadradri Kothagudem,Chunchupally,22-Mar-21,0,22.5,37.3,31.1,88.7,,,,,,,
Bhadradri Kothagudem,Chunchupally,23-Mar-21,0,21.2,38.5,36.1,89.5,,,,,,,
Bhadradri Kothagudem,Chunchupally,24-Mar-21,0,22.2,39.4,26.3,80.3,,,,,,,
Bhadradri Kothagudem,Chunchupally,25-Mar-21,0,21.3,39.9,28.7,86.7,,,,,,,
Bhadradri Kothagudem,Chunchupally,26-Mar-21,0,22.4,38.8,28.4,87.6,,,,,,,
Bhadradri Kothagudem,Chunchupally,27-Mar-21,0,22.2,39.4,26.3,84.5,,,,,,,
Bhadradri Kothagudem,Chunchupally,28-Mar-21,0,23.2,39.8,25.2,91.4,,,,,,,
Bhadradri Kothagudem,Chunchupally,29-Mar-21,0,23.1,39,27.6,90.7,,,,,,,
Bhadradri Kothagudem,Chunchupally,30-Mar-21,0,23.3,38.5,39,90.1,,,,,,,
Bhadradri Kothagudem,Chunchupally,31-Mar-21,0,24.2,40.6,26.2,85.3,,,,,,,
Bhadradri Kothagudem,Sujathanagar,01-Jan-21,0,15.7,32.5,48,97.8,,,,,,,
Bhadradri Kothagudem,Sujathanagar,02-Jan-21,0,19,32.2,50.4,98.8,,,,,,,
Bhadradri Kothagudem,Sujathanagar,03-Jan-21,0,15.2,32.4,46.7,98.2,,,,,,,
Bhadradri Kothagudem,Sujathanagar,04-Jan-21,0,15,33.2,41.2,97.2,,,,,,,
Bhadradri Kothagudem,Sujathanagar,05-Jan-21,0,18.9,33.2,30.5,99.9,,,,,,,
Bhadradri Kothagudem,Sujathanagar,06-Jan-21,0,20.1,35.9,39.5,92.1,,,,,,,
Bhadradri Kothagudem,Sujathanagar,07-Jan-21,0,21.1,30,56.7,87.8,,,,,,,
Bhadradri Kothagudem,Sujathanagar,08-Jan-21,0,19.9,33.1,47.1,94.4,,,,,,,
Bhadradri Kothagudem,Sujathanagar,09-Jan-21,0,15.7,35,30.6,91.1,,,,,,,
Bhadradri Kothagudem,Sujathanagar,10-Jan-21,0,14.9,35.1,25.5,98.1,,,,,,,
Bhadradri Kothagudem,Sujathanagar,11-Jan-21,0,15.4,34.7,34.6,92.3,,,,,,,
Bhadradri Kothagudem,Sujathanagar,12-Jan-21,0,19.5,35.3,41.7,97.5,,,,,,,
Bhadradri Kothagudem,Sujathanagar,13-Jan-21,0,19.3,34.6,37.9,97.5,,,,,,,
Bhadradri Kothagudem,Sujathanagar,14-Jan-21,0,21.8,35.4,40.8,99.9,,,,,,,
Bhadradri Kothagudem,Sujathanagar,15-Jan-21,0,17.9,34.9,40.8,95.5,,,,,,,
Bhadradri Kothagudem,Sujathanagar,16-Jan-21,0,16.3,33.5,39.7,99.9,,,,,,,
Bhadradri Kothagudem,Sujathanagar,17-Jan-21,0,18.1,35.2,34.7,99.9,,,,,,,
Bhadradri Kothagudem,Sujathanagar,18-Jan-21,0,17.7,34.9,41.1,99.9,,,,,,,
Bhadradri Kothagudem,Sujathanagar,19-Jan-21,0,16.8,32.4,46.5,94.8,,,,,,,
Bhadradri Kothagudem,Sujathanagar,20-Jan-21,0,16,35.9,34.7,99.9,,,,,,,
Bhadradri Kothagudem,Sujathanagar,21-Jan-21,0,16.7,35.7,28.1,99.9,,,,,,,
Bhadradri Kothagudem,Sujathanagar,22-Jan-21,0,19,34.9,39.8,99.9,,,,,,,
Bhadradri Kothagudem,Sujathanagar,23-Jan-21,0,19.4,35.5,40.8,99.9,,,,,,,
Bhadradri Kothagudem,Sujathanagar,24-Jan-21,0,18.5,34.8,39.7,99.9,,,,,,,
Bhadradri Kothagudem,Sujathanagar,25-Jan-21,0,19.5,36,39.9,99.9,,,,,,,
Bhadradri Kothagudem,Sujathanagar,26-Jan-21,0,16.9,35.2,38.5,99.9,,,,,,,
Bhadradri Kothagudem,Sujathanagar,27-Jan-21,0,19,34.5,39.7,95.6,,,,,,,
Bhadradri Kothagudem,Sujathanagar,28-Jan-21,0,19.6,34.7,47.1,94.3,,,,,,,
Bhadradri Kothagudem,Sujathanagar,29-Jan-21,0,19.4,35.6,43.5,97.8,,,,,,,
Bhadradri Kothagudem,Sujathanagar,30-Jan-21,0,19.8,34.9,39.7,99.9,,,,,,,
Bhadradri Kothagudem,Sujathanagar,31-Jan-21,0,19.5,35.1,42,99.9,,,,,,,
Bhadradri Kothagudem,Sujathanagar,01-Feb-21,0,19.5,33.3,42.7,99.9,,,,,,,
Bhadradri Kothagudem,Sujathanagar,02-Feb-21,0,16.8,32.8,39.1,96.2,,,,,,,
Bhadradri Kothagudem,Sujathanagar,03-Feb-21,0,15.3,33.4,24.8,95.6,,,,,,,
Bhadradri Kothagudem,Sujathanagar,04-Feb-21,0,15.4,34.8,22.9,97.4,,,,,,,
Bhadradri Kothagudem,Sujathanagar,05-Feb-21,0,12.2,32.7,17,89.8,,,,,,,
Bhadradri Kothagudem,Sujathanagar,06-Feb-21,0,14.9,34,23.5,88.6,,,,,,,
Bhadradri Kothagudem,Sujathanagar,07-Feb-21,0,15.8,33.9,25.1,90.7,,,,,,,
Bhadradri Kothagudem,Sujathanagar,08-Feb-21,0,13.9,33.2,39.2,91.9,,,,,,,
Bhadradri Kothagudem,Sujathanagar,09-Feb-21,0,14.8,32.9,19.8,82.3,,,,,,,
Bhadradri Kothagudem,Sujathanagar,10-Feb-21,0,16.6,34.4,23.4,94,,,,,,,
Bhadradri Kothagudem,Sujathanagar,11-Feb-21,0,16.9,34.5,22.1,88.7,,,,,,,
Bhadradri Kothagudem,Sujathanagar,12-Feb-21,0,17.9,34.1,24.1,96.2,,,,,,,
Bhadradri Kothagudem,Sujathanagar,13-Feb-21,0,18,33.6,34.3,92.4,,,,,,,
Bhadradri Kothagudem,Sujathanagar,14-Feb-21,0,16.3,35.6,39.5,92.4,,,,,,,
Bhadradri Kothagudem,Sujathanagar,15-Feb-21,0,18.2,37.4,30.9,89.6,,,,,,,
Bhadradri Kothagudem,Sujathanagar,16-Feb-21,0,18.6,37.4,26.9,99.8,,,,,,,
Bhadradri Kothagudem,Sujathanagar,17-Feb-21,0,17.6,34.7,31,90.6,,,,,,,
Bhadradri Kothagudem,Sujathanagar,18-Feb-21,0,18.6,35.3,30.7,96.2,,,,,,,
Bhadradri Kothagudem,Sujathanagar,19-Feb-21,0,19.7,35.3,39.9,75.9,,,,,,,
Bhadradri Kothagudem,Sujathanagar,20-Feb-21,0,19.2,32.2,39.8,75.3,,,,,,,
Bhadradri Kothagudem,Sujathanagar,21-Feb-21,0,17.6,33.1,33.5,89.1,,,,,,,
Bhadradri Kothagudem,Sujathanagar,22-Feb-21,0,19.1,33.4,39.4,89.8,,,,,,,
Bhadradri Kothagudem,Sujathanagar,23-Feb-21,0,17.2,35.7,34.5,88.9,,,,,,,
