District,Mandal,Date,Rain (mm),Min Temp (°C),Max Temp (°C),Min Humidity (%),Max Humidity (%),Min Wind Speed (Kmph),Max Wind Speed (Kmph)
Adilabad,Adilabad Rural,20-Dec-23,0.0,8.6,25.0,43.9,94.4,0.0,13.4
Adilabad,Adilabad Rural,21-Dec-23,0.0,8.1,25.2,40.5,97.8,0.0,9.4
Adilabad,Adilabad Rural,22-Dec-23,0.0,10.4,27.4,35.1,93.6,0.0,8.9
Adilabad,Adilabad Rural,23-Dec-23,0.0,14.1,28.0,35.1,87.0,0.0,7.7
Adilabad,Adilabad Rural,24-Dec-23,0.0,11.7,29.2,38.1,96.9,0.0,8.7
Adilabad,Adilabad Rural,25-Dec-23,0.0,11.4,28.3,43.8,97.5,0.0,9.6
Adilabad,Adilabad Rural,26-Dec-23,0.0,12.3,29.1,45.4,99.2,0.0,6.5
Adilabad,Adilabad Rural,27-Dec-23,0.0,13.6,31.1,43.1,99.6,0.0,7.4
Adilabad,Adilabad Rural,28-Dec-23,0.0,14.5,31.0,50.9,99.2,0.0,7.7
Adilabad,Adilabad Rural,29-Dec-23,0.0,15.7,31.1,50.5,97.7,0.0,8.4
Adilabad,Adilabad Rural,30-Dec-23,0.0,14.8,28.9,52.4,99.1,0.0,8.4
Adilabad,Adilabad Rural,31-Dec-23,0.0,14.6,30.6,50.1,98.8,0.0,8.1
Adilabad,Adilabad Urban,01-Dec-23,0.0,18.7,33.4,45.5,100.0,0.0,0.8
Adilabad,Adilabad Urban,02-Dec-23,0.0,18.5,32.8,41.4,100.0,0.0,2.8
Adilabad,Adilabad Urban,03-Dec-23,0.0,17.4,32.9,51.5,100.0,0.0,0.3
Adilabad,Adilabad Urban,04-Dec-23,0.0,17.8,32.7,45.6,100.0,0.0,1.4
Adilabad,Adilabad Urban,05-Dec-23,0.0,21.4,29.3,56.7,92.4,0.0,0.6
Adilabad,Adilabad Urban,06-Dec-23,0.0,19.7,26.0,71.8,89.5,0.0,1.6
Adilabad,Adilabad Urban,07-Dec-23,3.5,19.0,21.6,83.6,100.0,0.0,0.2
Adilabad,Adilabad Urban,08-Dec-23,0.0,16.8,25.8,73.1,100.0,0.0,0.3
Adilabad,Adilabad Urban,09-Dec-23,0.0,16.1,26.5,66.8,100.0,0.0,0.0
Adilabad,Adilabad Urban,10-Dec-23,0.0,14.3,30.1,47.9,100.0,0.0,0.0
Adilabad,Adilabad Urban,11-Dec-23,0.0,13.4,31.6,39.2,100.0,0.0,0.0
Adilabad,Adilabad Urban,12-Dec-23,0.0,14.0,31.3,37.8,100.0,0.0,0.4
Adilabad,Adilabad Urban,13-Dec-23,0.0,14.6,32.1,37.1,98.0,0.0,0.3
Adilabad,Adilabad Urban,14-Dec-23,0.0,13.8,32.2,31.3,98.1,0.0,2.0
Adilabad,Adilabad Urban,15-Dec-23,0.0,12.6,31.9,37.3,99.5,0.0,2.0
Adilabad,Adilabad Urban,16-Dec-23,0.0,12.2,30.1,38.4,100.0,0.0,1.8
Adilabad,Adilabad Urban,17-Dec-23,0.0,13.7,30.0,36.8,96.6,0.0,1.6
Adilabad,Adilabad Urban,18-Dec-23,0.0,12.0,29.5,37.5,86.7,0.0,1.8
Adilabad,Adilabad Urban,19-Dec-23,0.0,11.2,28.9,39.4,88.1,0.0,2.2
Adilabad,Adilabad Urban,20-Dec-23,0.0,9.8,28.0,32.0,91.8,0.0,2.5
Adilabad,Adilabad Urban,21-Dec-23,0.0,8.8,28.6,27.0,95.5,0.0,1.9
Adilabad,Adilabad Urban,22-Dec-23,0.0,10.2,30.6,25.3,92.5,0.0,1.9
Adilabad,Adilabad Urban,23-Dec-23,0.0,12.5,30.1,28.5,85.2,0.0,1.0
Adilabad,Adilabad Urban,24-Dec-23,0.0,10.9,31.6,26.6,94.4,0.0,1.3
Adilabad,Adilabad Urban,25-Dec-23,0.0,9.9,31.7,30.0,100.0,0.0,0.3
Adilabad,Adilabad Urban,26-Dec-23,0.0,11.6,32.6,31.3,98.6,0.0,1.2
Adilabad,Adilabad Urban,27-Dec-23,0.0,12.5,32.1,33.8,100.0,0.0,0.9
Adilabad,Adilabad Urban,28-Dec-23,0.0,13.9,32.9,37.6,100.0,0.0,3.5
Adilabad,Adilabad Urban,29-Dec-23,0.0,14.2,31.9,42.1,100.0,0.0,2.1
Adilabad,Adilabad Urban,30-Dec-23,0.0,14.2,32.0,39.8,100.0,0.0,0.4
Adilabad,Adilabad Urban,31-Dec-23,0.0,14.3,32.0,36.0,100.0,0.0,3.2
Adilabad,Bazarhathnoor,01-Dec-23,0.0,17.7,30.7,66.9,100.0,0.0,7.4
Adilabad,Bazarhathnoor,02-Dec-23,0.0,17.7,30.1,57.9,100.0,0.0,6.1
Adilabad,Bazarhathnoor,03-Dec-23,0.0,18.1,28.8,72.4,98.8,0.0,5.8
Adilabad,Bazarhathnoor,04-Dec-23,0.0,17.8,30.7,56.9,98.3,0.0,8.1
Adilabad,Bazarhathnoor,05-Dec-23,0.0,20.2,26.4,71.9,93.4,0.0,7.1
Adilabad,Bazarhathnoor,06-Dec-23,0.0,18.2,23.8,86.4,98.3,0.0,0.8
Adilabad,Bazarhathnoor,07-Dec-23,0.4,18.1,19.9,95.8,100.0,0.0,1.0
Adilabad,Bazarhathnoor,08-Dec-23,0.0,14.7,22.7,85.4,100.0,0.9,5.0
Adilabad,Bazarhathnoor,09-Dec-23,0.0,13.5,24.5,79.1,100.0,0.0,7.5
Adilabad,Bazarhathnoor,10-Dec-23,0.0,12.8,26.6,63.3,100.0,0.0,6.9
Adilabad,Bazarhathnoor,11-Dec-23,0.0,11.7,27.5,54.4,100.0,0.0,8.1
Adilabad,Bazarhathnoor,12-Dec-23,0.0,11.1,27.9,53.4,99.8,0.0,5.9
Adilabad,Bazarhathnoor,13-Dec-23,0.0,12.1,28.3,52.0,100.0,0.0,8.5
Adilabad,Bazarhathnoor,14-Dec-23,0.0,11.6,28.3,52.0,100.0,0.0,6.6
Adilabad,Bazarhathnoor,15-Dec-23,0.0,10.3,27.0,54.9,100.0,0.0,6.7
Adilabad,Bazarhathnoor,16-Dec-23,0.0,10.8,28.5,49.8,99.3,0.0,6.4
Adilabad,Bazarhathnoor,17-Dec-23,0.0,12.7,25.9,56.4,96.8,0.0,5.1
Adilabad,Bazarhathnoor,18-Dec-23,0.0,14.7,25.4,55.4,87.8,0.0,0.1
Adilabad,Bazarhathnoor,19-Dec-23,0.0,11.3,24.1,60.8,82.0,0.0,0.9
Adilabad,Bazarhathnoor,20-Dec-23,0.0,9.4,23.6,51.0,96.0,0.0,0.2
Adilabad,Bazarhathnoor,21-Dec-23,0.0,8.0,24.8,45.5,96.7,0.0,6.2
Adilabad,Bazarhathnoor,22-Dec-23,0.0,8.7,26.2,38.1,96.2,0.0,5.2
Adilabad,Bazarhathnoor,23-Dec-23,0.0,9.6,27.5,38.1,94.5,0.0,4.0
Adilabad,Bazarhathnoor,24-Dec-23,0.0,9.3,28.3,40.9,97.0,0.0,5.8
Adilabad,Bazarhathnoor,25-Dec-23,0.0,8.6,27.9,51.5,100.0,0.0,5.7
Adilabad,Bazarhathnoor,26-Dec-23,0.0,10.1,28.8,49.3,100.0,0.0,4.6
Adilabad,Bazarhathnoor,27-Dec-23,0.0,10.3,29.8,42.3,100.0,0.0,2.8
Adilabad,Bazarhathnoor,28-Dec-23,0.0,11.8,29.4,52.5,100.0,0.0,4.5
Adilabad,Bazarhathnoor,29-Dec-23,0.0,11.6,28.9,54.4,100.0,0.0,1.8
Adilabad,Bazarhathnoor,30-Dec-23,0.0,13.0,28.1,61.8,100.0,0.0,4.1
Adilabad,Bazarhathnoor,31-Dec-23,0.0,11.6,28.5,58.4,100.0,0.0,2.0
Adilabad,Bela,01-Dec-23,0.0,18.6,32.8,48.5,100.0,0.0,5.4
Adilabad,Bela,02-Dec-23,0.0,18.1,31.7,55.1,100.0,0.0,9.2
Adilabad,Bela,03-Dec-23,0.0,16.9,32.6,54.6,100.0,0.0,6.9
Adilabad,Bela,04-Dec-23,0.0,17.9,32.4,48.8,100.0,0.0,4.0
Adilabad,Bela,05-Dec-23,0.0,21.2,30.8,59.1,100.0,0.0,4.6
Adilabad,Bela,06-Dec-23,0.0,19.4,25.5,76.5,100.0,0.0,6.6
Adilabad,Bela,07-Dec-23,1.5,19.4,21.5,88.6,100.0,0.0,3.7
Adilabad,Bela,08-Dec-23,0.0,17.1,25.1,77.7,100.0,0.0,4.0
Adilabad,Bela,09-Dec-23,0.0,15.1,26.8,69.2,100.0,0.0,3.5
Adilabad,Bela,10-Dec-23,0.0,13.2,31.1,50.3,100.0,0.0,3.7
Adilabad,Bela,11-Dec-23,0.0,11.9,31.0,40.5,100.0,0.0,4.5
Adilabad,Bela,12-Dec-23,0.0,12.8,31.5,37.1,100.0,0.0,5.5
Adilabad,Bela,13-Dec-23,0.0,13.8,31.6,36.5,100.0,0.0,6.1
Adilabad,Bela,14-Dec-23,0.0,13.1,32.3,35.1,100.0,0.0,5.5
Adilabad,Bela,15-Dec-23,0.0,11.5,30.7,37.8,100.0,0.0,5.8
Adilabad,Bela,16-Dec-23,0.0,11.4,29.8,42.7,100.0,0.0,4.5
Adilabad,Bela,17-Dec-23,0.0,12.5,30.0,38.4,100.0,0.0,1.1
Adilabad,Bela,18-Dec-23,0.0,12.7,30.3,39.5,100.0,0.0,4.6
Adilabad,Bela,19-Dec-23,0.0,9.4,28.2,41.8,94.3,0.0,7.2
Adilabad,Bela,20-Dec-23,0.0,8.8,28.5,29.9,95.3,0.0,3.9
Adilabad,Bela,21-Dec-23,0.0,7.8,28.5,24.4,99.0,0.0,6.5
Adilabad,Bela,22-Dec-23,0.0,8.5,30.6,21.2,100.0,0.0,5.9
Adilabad,Bela,23-Dec-23,0.0,10.5,31.5,23.1,93.7,0.0,7.1
Adilabad,Bela,24-Dec-23,0.0,9.1,31.8,26.3,99.9,0.0,13.0
Adilabad,Bela,25-Dec-23,0.0,9.3,31.2,31.5,100.0,0.0,5.4
Adilabad,Bela,26-Dec-23,0.0,10.5,32.1,33.4,100.0,0.0,5.8
Adilabad,Bela,27-Dec-23,0.0,11.1,32.5,36.5,100.0,0.0,4.3
Adilabad,Bela,28-Dec-23,0.0,12.2,32.5,40.0,100.0,0.0,4.3
Adilabad,Bela,29-Dec-23,0.0,13.1,31.7,41.6,100.0,0.0,3.3
Adilabad,Bela,30-Dec-23,0.0,12.4,31.5,40.5,100.0,0.0,5.8
Adilabad,Bela,31-Dec-23,0.0,12.4,31.8,40.2,100.0,0.0,4.6
Adilabad,Bheempoor,01-Dec-23,0.0,18.9,32.0,60.0,100.0,0.0,0.1
Adilabad,Bheempoor,02-Dec-23,0.0,18.3,31.3,64.4,100.0,0.0,2.0
Adilabad,Bheempoor,03-Dec-23,0.0,17.0,32.9,54.1,100.0,0.0,4.9
Adilabad,Bheempoor,04-Dec-23,0.0,17.5,32.7,53.6,97.8,0.0,6.6
Adilabad,Bheempoor,05-Dec-23,0.0,21.3,30.9,59.0,99.1,0.0,6.5
Adilabad,Bheempoor,06-Dec-23,0.0,20.4,27.8,74.0,97.7,0.0,5.4
Adilabad,Bheempoor,07-Dec-23,0.8,19.9,22.2,88.6,100.0,0.0,3.2
Adilabad,Bheempoor,08-Dec-23,0.0,17.7,26.5,75.8,100.0,0.0,4.6
Adilabad,Bheempoor,09-Dec-23,0.0,14.9,28.0,69.0,100.0,0.0,4.0
Adilabad,Bheempoor,10-Dec-23,0.0,13.5,31.8,49.9,100.0,0.0,7.6
Adilabad,Bheempoor,11-Dec-23,0.0,12.8,31.4,42.8,89.5,0.0,0.3
Adilabad,Bheempoor,12-Dec-23,0.0,12.9,31.3,45.0,91.9,0.0,4.4
Adilabad,Bheempoor,13-Dec-23,0.0,13.4,31.1,45.0,98.8,0.0,8.6
Adilabad,Bheempoor,14-Dec-23,0.0,13.4,31.6,40.9,92.1,0.0,7.6
Adilabad,Bheempoor,15-Dec-23,0.0,12.0,30.1,44.5,90.8,0.0,8.4
Adilabad,Bheempoor,16-Dec-23,0.0,12.0,29.7,43.9,88.1,0.0,7.9
Adilabad,Bheempoor,17-Dec-23,0.0,13.0,30.1,43.9,88.1,0.0,5.6
Adilabad,Bheempoor,18-Dec-23,0.0,12.7,28.7,45.8,80.7,0.0,7.1
Adilabad,Bheempoor,19-Dec-23,0.0,10.4,28.5,44.7,87.9,0.0,6.3
Adilabad,Bheempoor,20-Dec-23,0.0,9.1,27.8,36.9,68.3,0.0,7.3
Adilabad,Bheempoor,21-Dec-23,0.0,8.0,26.8,45.3,87.8,1.3,6.0
Adilabad,Bheempoor,22-Dec-23,0.0,9.1,30.7,30.5,69.5,0.0,5.1
Adilabad,Bheempoor,23-Dec-23,0.0,11.6,31.9,34.1,77.8,0.0,7.7
Adilabad,Bheempoor,24-Dec-23,0.0,10.0,31.5,35.5,84.0,0.3,7.0
Adilabad,Bheempoor,25-Dec-23,0.0,9.3,32.0,38.3,78.8,0.0,7.9
Adilabad,Bheempoor,26-Dec-23,0.0,11.1,32.3,37.0,85.8,0.0,5.9
Adilabad,Bheempoor,27-Dec-23,0.0,11.9,30.9,43.3,100.0,0.0,4.2
Adilabad,Bheempoor,28-Dec-23,0.0,13.2,30.9,47.5,100.0,0.0,2.5
Adilabad,Bheempoor,29-Dec-23,0.0,13.7,30.6,48.0,96.3,0.0,3.5
Adilabad,Bheempoor,30-Dec-23,0.0,13.3,29.0,51.6,100.0,0.0,3.8
Adilabad,Bheempoor,31-Dec-23,0.0,14.2,30.0,47.8,94.7,0.0,3.1
Adilabad,Boath,01-Dec-23,0.0,17.1,31.6,52.7,96.5,0.0,7.4
Adilabad,Boath,02-Dec-23,0.0,17.4,32.3,42.9,97.0,0.0,6.1
Adilabad,Boath,03-Dec-23,0.0,16.2,31.3,49.8,96.6,0.0,5.8
Adilabad,Boath,04-Dec-23,0.0,16.8,31.9,44.9,95.7,0.0,8.1
Adilabad,Boath,05-Dec-23,0.0,19.4,28.6,58.2,91.4,0.0,7.1
Adilabad,Boath,06-Dec-23,0.0,17.9,25.4,72.9,91.5,1.2,8.9
Adilabad,Boath,07-Dec-23,0.0,18.1,20.1,89.0,98.3,0.0,7.7
Adilabad,Boath,08-Dec-23,0.0,14.8,22.9,79.8,96.3,0.9,5.0
Adilabad,Boath,09-Dec-23,0.0,12.7,27.4,62.3,98.6,0.0,7.5
Adilabad,Boath,10-Dec-23,0.0,12.3,29.8,40.9,96.6,0.0,6.9
Adilabad,Boath,11-Dec-23,0.0,11.2,29.7,42.5,96.2,0.0,8.1
Adilabad,Boath,12-Dec-23,0.0,11.1,30.0,39.9,95.8,0.0,5.9
Adilabad,Boath,13-Dec-23,0.0,12.1,30.4,39.3,100.0,0.0,8.5
Adilabad,Boath,14-Dec-23,0.0,11.7,28.8,39.3,96.1,0.0,6.6
Adilabad,Boath,15-Dec-23,0.0,11.3,31.0,37.3,96.6,0.0,6.7
Adilabad,Boath,16-Dec-23,0.0,11.4,29.5,37.3,100.0,0.0,9.0
Adilabad,Boath,17-Dec-23,0.0,12.4,28.2,42.7,90.2,0.0,6.5
Adilabad,Boath,18-Dec-23,0.0,12.6,26.9,50.0,91.2,0.0,6.1
Adilabad,Boath,19-Dec-23,0.0,10.5,25.8,44.9,87.6,0.0,13.1
Adilabad,Boath,20-Dec-23,0.0,9.0,25.6,36.6,90.1,0.0,11.5
Adilabad,Boath,21-Dec-23,0.0,9.1,27.4,32.6,89.3,0.0,7.7
Adilabad,Boath,22-Dec-23,0.0,8.7,27.9,33.8,91.0,0.0,5.2
Adilabad,Boath,23-Dec-23,0.0,9.6,30.7,20.5,87.6,0.0,5.8
Adilabad,Boath,24-Dec-23,0.0,8.5,30.7,23.0,92.1,0.0,7.0
Adilabad,Boath,25-Dec-23,0.0,10.1,31.4,32.3,93.4,0.0,6.5
Adilabad,Boath,26-Dec-23,0.0,9.9,30.7,40.6,97.0,0.0,4.6
Adilabad,Boath,27-Dec-23,0.0,10.6,31.6,39.4,97.1,0.0,2.8
Adilabad,Boath,28-Dec-23,0.0,10.9,31.6,42.9,96.2,0.0,6.1
Adilabad,Boath,29-Dec-23,0.0,11.7,31.2,37.3,95.4,0.0,3.4
Adilabad,Boath,30-Dec-23,0.0,10.8,30.2,43.5,95.7,0.0,6.3
Adilabad,Boath,31-Dec-23,0.0,10.7,30.3,42.5,97.7,0.0,3.3
Adilabad,Gadiguda,01-Dec-23,0.0,18.3,31.5,51.4,99.6,0.0,5.3
Adilabad,Gadiguda,02-Dec-23,0.0,18.2,31.4,50.8,100.0,0.0,7.4
Adilabad,Gadiguda,03-Dec-23,0.0,16.5,29.8,62.7,99.2,0.0,7.3
Adilabad,Gadiguda,04-Dec-23,0.0,18.0,30.6,52.6,98.1,0.0,6.6
Adilabad,Gadiguda,05-Dec-23,0.0,21.0,26.5,68.1,91.3,0.0,7.7
Adilabad,Gadiguda,06-Dec-23,0.0,18.6,24.8,77.3,97.6,0.5,9.0
Adilabad,Gadiguda,07-Dec-23,1.2,18.8,19.9,93.4,100.0,0.5,7.4
Adilabad,Gadiguda,08-Dec-23,0.0,16.3,23.0,84.4,100.0,0.0,5.9
Adilabad,Gadiguda,09-Dec-23,0.0,14.5,24.7,75.0,100.0,0.0,6.5
Adilabad,Gadiguda,10-Dec-23,0.0,13.6,27.8,49.5,99.7,0.0,6.5
Adilabad,Gadiguda,11-Dec-23,0.0,12.5,27.9,47.7,99.7,0.0,6.5
Adilabad,Gadiguda,12-Dec-23,0.0,12.7,28.2,44.8,99.7,0.0,7.8
Adilabad,Gadiguda,13-Dec-23,0.0,13.5,29.5,42.3,99.2,0.0,6.9
Adilabad,Gadiguda,14-Dec-23,0.0,12.8,28.0,42.0,98.8,0.0,7.5
Adilabad,Gadiguda,15-Dec-23,0.0,12.6,27.6,47.1,98.4,0.0,6.2
Adilabad,Gadiguda,16-Dec-23,0.0,12.2,28.6,45.8,98.8,0.0,6.3
Adilabad,Gadiguda,17-Dec-23,0.0,12.9,26.7,48.3,95.1,0.0,3.8
Adilabad,Gadiguda,18-Dec-23,0.0,13.6,26.4,46.0,94.6,0.0,8.2
Adilabad,Gadiguda,19-Dec-23,0.0,11.6,25.5,50.2,88.8,0.0,8.4
Adilabad,Gadiguda,20-Dec-23,0.0,10.0,24.7,41.6,88.4,0.0,5.6
Adilabad,Gadiguda,21-Dec-23,0.0,9.1,27.3,53.9,94.8,0.2,7.3
Adilabad,Gadiguda,22-Dec-23,0.0,10.9,29.3,26.4,86.1,0.0,6.6
Adilabad,Gadiguda,23-Dec-23,0.0,11.1,29.7,26.3,90.6,0.0,7.7
Adilabad,Gadiguda,24-Dec-23,0.0,10.4,30.8,52.3,95.3,0.0,11.0
Adilabad,Gadiguda,25-Dec-23,0.0,11.5,29.9,34.6,91.6,0.0,6.2
Adilabad,Gadiguda,26-Dec-23,0.0,12.6,30.9,34.5,93.0,0.0,5.3
Adilabad,Gadiguda,27-Dec-23,0.0,12.6,31.5,38.8,97.3,0.0,4.6
Adilabad,Gadiguda,28-Dec-23,0.0,14.3,31.1,41.0,95.7,0.0,4.2
Adilabad,Gadiguda,29-Dec-23,0.0,13.9,30.4,43.5,99.7,0.0,4.4
Adilabad,Gadiguda,30-Dec-23,0.0,13.7,30.3,41.8,99.8,0.0,5.2
Adilabad,Gadiguda,31-Dec-23,0.0,14.2,30.3,41.8,94.6,0.0,6.7
Adilabad,Gudihathnur,01-Dec-23,0.0,18.3,31.2,64.0,93.3,0.0,10.0
Adilabad,Gudihathnur,02-Dec-23,0.0,19.3,32.2,55.7,95.4,0.0,4.7
Adilabad,Gudihathnur,03-Dec-23,0.0,18.1,31.0,66.6,94.9,0.0,5.5
Adilabad,Gudihathnur,04-Dec-23,0.0,19.1,30.6,62.4,87.5,0.0,3.3
Adilabad,Gudihathnur,05-Dec-23,0.0,20.9,28.1,69.4,87.2,0.0,1.9
Adilabad,Gudihathnur,06-Dec-23,0.0,18.2,25.3,74.5,91.8,0.0,6.2
Adilabad,Gudihathnur,07-Dec-23,2.8,18.3,19.5,91.3,97.5,0.0,0.3
Adilabad,Gudihathnur,08-Dec-23,0.0,16.5,24.0,79.3,97.5,0.0,0.6
Adilabad,Gudihathnur,09-Dec-23,0.0,14.6,25.0,77.8,97.0,0.0,0.0
Adilabad,Gudihathnur,10-Dec-23,0.0,14.8,28.8,54.8,92.1,0.0,5.1
Adilabad,Gudihathnur,11-Dec-23,0.0,12.4,29.1,51.2,92.9,0.0,7.3
Adilabad,Gudihathnur,12-Dec-23,0.0,12.9,29.1,49.5,92.4,0.0,4.7
Adilabad,Gudihathnur,13-Dec-23,0.0,12.9,29.3,49.9,93.9,0.0,7.7
Adilabad,Gudihathnur,14-Dec-23,0.0,12.9,29.5,44.7,92.4,0.0,5.3
Adilabad,Gudihathnur,15-Dec-23,0.0,13.7,29.1,50.1,83.4,0.0,5.8
Adilabad,Gudihathnur,16-Dec-23,0.0,13.4,29.1,50.1,85.2,0.0,2.4
Adilabad,Gudihathnur,17-Dec-23,0.0,14.6,27.6,50.7,78.3,0.0,7.0
Adilabad,Gudihathnur,18-Dec-23,0.0,14.9,27.2,48.9,78.8,0.0,5.5
Adilabad,Gudihathnur,19-Dec-23,0.0,13.3,25.3,55.9,71.9,0.0,8.6
Adilabad,Gudihathnur,20-Dec-23,0.0,11.2,25.6,44.5,76.3,0.0,7.6
Adilabad,Gudihathnur,21-Dec-23,0.0,10.8,26.5,38.2,78.6,0.0,3.9
Adilabad,Gudihathnur,22-Dec-23,0.0,11.4,28.5,29.7,77.6,0.0,7.4
Adilabad,Gudihathnur,23-Dec-23,0.0,12.3,29.2,31.1,77.7,0.0,5.3
Adilabad,Gudihathnur,24-Dec-23,0.0,10.2,30.5,32.1,84.6,0.0,6.2
Adilabad,Gudihathnur,25-Dec-23,0.0,12.4,29.3,44.9,85.2,0.0,5.0
Adilabad,Gudihathnur,26-Dec-23,0.0,13.1,30.0,47.2,83.8,0.0,5.4
Adilabad,Gudihathnur,27-Dec-23,0.0,12.6,32.9,34.5,94.7,0.0,3.5
Adilabad,Gudihathnur,28-Dec-23,0.0,13.4,31.8,47.6,95.7,0.0,4.7
Adilabad,Gudihathnur,29-Dec-23,0.0,14.0,29.7,53.8,95.7,0.0,6.5
Adilabad,Gudihathnur,30-Dec-23,0.0,13.4,30.5,54.7,97.0,0.0,4.7
Adilabad,Gudihathnur,31-Dec-23,0.0,13.2,30.0,49.3,94.7,0.0,3.8
Adilabad,Ichoda,01-Dec-23,0.0,18.3,31.0,61.5,94.3,0.0,0.0
Adilabad,Ichoda,02-Dec-23,0.0,18.6,30.9,55.5,95.4,0.0,0.0
Adilabad,Ichoda,03-Dec-23,0.0,18.1,30.1,66.3,94.1,0.0,0.0
Adilabad,Ichoda,04-Dec-23,0.0,18.6,30.8,55.0,89.9,0.0,0.0
Adilabad,Ichoda,05-Dec-23,0.0,20.9,27.9,67.0,87.6,0.0,0.0
Adilabad,Ichoda,06-Dec-23,0.0,18.0,25.6,76.6,100.0,0.0,0.8
Adilabad,Ichoda,07-Dec-23,1.0,18.3,20.1,89.2,100.0,0.0,1.0
Adilabad,Ichoda,08-Dec-23,0.0,15.8,23.2,79.4,96.7,0.0,0.0
Adilabad,Ichoda,09-Dec-23,0.0,14.1,25.0,75.3,96.4,0.0,0.0
Adilabad,Ichoda,10-Dec-23,0.0,13.9,27.8,54.5,100.0,0.0,0.0
Adilabad,Ichoda,11-Dec-23,0.0,12.3,28.1,49.7,100.0,0.0,0.0
Adilabad,Ichoda,12-Dec-23,0.0,12.2,28.4,49.5,100.0,0.0,0.0
Adilabad,Ichoda,13-Dec-23,0.0,12.8,28.7,48.4,93.6,0.0,0.0
Adilabad,Ichoda,14-Dec-23,0.0,12.7,28.7,45.0,92.4,0.0,0.0
Adilabad,Ichoda,15-Dec-23,0.0,14.4,28.9,47.4,94.7,0.0,5.7
Adilabad,Ichoda,16-Dec-23,0.0,12.5,29.3,46.6,90.2,0.0,3.6
Adilabad,Ichoda,17-Dec-23,0.0,13.8,26.8,50.3,86.2,0.0,8.1
Adilabad,Ichoda,18-Dec-23,0.0,14.7,26.7,48.8,82.7,0.0,8.0
Adilabad,Ichoda,19-Dec-23,0.0,13.0,25.1,54.2,75.3,0.0,5.8
Adilabad,Ichoda,20-Dec-23,0.0,10.6,25.2,44.1,84.0,0.0,3.6
Adilabad,Ichoda,21-Dec-23,0.0,9.7,26.4,39.7,85.6,0.0,6.8
Adilabad,Ichoda,22-Dec-23,0.0,13.7,27.4,37.2,79.7,0.0,6.2
Adilabad,Ichoda,23-Dec-23,0.0,15.8,28.7,36.7,75.4,0.0,5.3
Adilabad,Ichoda,24-Dec-23,0.0,15.4,29.6,33.7,83.1,0.0,4.5
Adilabad,Ichoda,25-Dec-23,0.0,12.4,28.7,46.5,94.9,0.0,4.6
Adilabad,Ichoda,26-Dec-23,0.0,11.7,29.4,57.3,100.0,0.0,5.2
Adilabad,Ichoda,27-Dec-23,0.0,11.7,31.5,34.8,100.0,0.0,2.2
Adilabad,Ichoda,28-Dec-23,0.0,12.7,30.4,58.4,100.0,0.0,3.5
Adilabad,Ichoda,29-Dec-23,0.0,13.1,29.7,52.5,100.0,0.0,4.4
Adilabad,Ichoda,30-Dec-23,0.0,13.4,29.3,56.6,100.0,0.0,4.9
Adilabad,Ichoda,31-Dec-23,0.0,12.7,29.7,49.9,100.0,0.0,3.4
Adilabad,Inderavelly,01-Dec-23,0.0,18.5,31.7,56.6,93.0,0.0,8.3
Adilabad,Inderavelly,02-Dec-23,0.0,19.1,31.3,50.5,93.8,0.0,11.6
